"","Fund_Id","PME"
"1",3,0.914287126487696
"2",9,1.46305569727051
"3",4004,1.81991365042154
"4",12736,0.917017460618491
"5",12737,3.14997899351202
"6",14808,0.943928722566596
"7",33205,1.14478220355528
"8",35614,1.02134733711213
"9",46927,1.75663107271591
"10",56391,1.10489594145175
"11",11,0.8736440253076
"12",14,1.35253057888941
"13",15,1.32894081110935
"14",2243,1.20286561607438
"15",7539,1.38758507667028
"16",18784,0.901461908816329
"17",27,1.43755244673804
"18",28,1.35688496372493
"19",6956,0.992873271417353
"20",11895,0.702288986429679
"21",13585,1.00028156649517
"22",13912,1.09036570627874
"23",18599,1.17091755412489
"24",25765,1.09704772514673
"25",31917,1.21453334730966
"26",37784,1.2496361187139
"27",37785,1.23483737189999
"28",44852,1.04768359457356
"29",44857,1.22517144202164
"30",53197,0.957217372101935
"31",33,0.614054491676766
"32",3490,0.756061102194789
"33",9293,1.35577615897832
"34",39,0.89225649289686
"35",40,0.757978979723247
"36",41,1.92284240895399
"37",11336,0.464250447215687
"38",27114,0.991933803542477
"39",45,0.977425570669623
"40",52,4.21413321426592
"41",54,12.7789571815001
"42",55,0.362577394154167
"43",56,2.95285625994617
"44",58,1.16806420137058
"45",67,1.21200730836477
"46",3609,1.25046215218518
"47",12158,1.52930762784349
"48",15667,1.70717667457986
"49",24199,0.962433054983022
"50",29204,1.3398175350746
"51",37379,1.19488290328576
"52",43430,1.20602643035032
"53",49884,1.17726213727353
"54",50598,1.31184034424294
"55",75,0.400947403527467
"56",76,0.843660043364021
"57",8344,0.368693528852295
"58",86,2.25788867457117
"59",862,2.59495344604522
"60",5392,2.0831962514607
"61",10743,1.08714473547554
"62",12909,1.39467438664863
"63",13197,0.43192656846383
"64",16101,0.773663238452767
"65",30192,1.28848688084633
"66",45900,1.22046593472656
"67",93,2.07245844213185
"68",1773,2.21083749426814
"69",1775,2.08617899607229
"70",5580,1.04175448437313
"71",15765,1.54538319017234
"72",117,2.16131851561336
"73",128,1.10670559690436
"74",130,0.20752246508074
"75",131,0.51906651869135
"76",133,0.198378118121536
"77",136,1.62332639685832
"78",137,1.02805962208036
"79",138,1.45623599052828
"80",139,0.657557965540757
"81",140,0.968619779837058
"82",2225,1.09995253464559
"83",8064,1.49630914236711
"84",142,0.575552141528936
"85",143,0.851388496293791
"86",144,1.05288932311319
"87",145,0.62672705128015
"88",150,1.30762445271236
"89",154,0.907161662836675
"90",27915,1.01417207946001
"91",53503,1.00921284893011
"92",158,1.41209215774891
"93",2124,2.65968652636036
"94",10199,1.22476548539983
"95",21854,1.01862661958266
"96",159,2.57230649868096
"97",160,2.22104713663359
"98",2125,0.953589605262188
"99",6473,1.70626168675528
"100",19133,1.72870911136149
"101",163,1.42451452049288
"102",167,1.23864883405828
"103",169,1.81939664429199
"104",174,0.682153183459493
"105",182,2.13170246236822
"106",726,1.39066068314345
"107",729,1.66691006594087
"108",1684,0.889759368177803
"109",4675,1.29738015115733
"110",8796,0.968877905380979
"111",8798,1.39775763934913
"112",22284,1.17617213974773
"113",56864,0.990379142221108
"114",166,1.0199103914563
"115",177,1.50825977264146
"116",16142,1.15660585613462
"117",190,3.51264433405719
"118",192,0.285290261949953
"119",7126,0.827873083342518
"120",194,1.64392018737226
"121",195,1.77630785475877
"122",5921,1.14339589628788
"123",7556,1.03781498695976
"124",10704,1.16968391790511
"125",33882,0.977936130554245
"126",203,0.26820222663693
"127",3396,0.62372582494691
"128",10948,3.21349079446311
"129",47716,1.65250147857603
"130",205,1.27196975219927
"131",7521,1.56026158337874
"132",13715,1.19307996914315
"133",29491,1.15776137271809
"134",209,1.35614160516307
"135",7249,1.06113945641232
"136",24001,1.68536918405752
"137",210,0.530311080220468
"138",216,0.484018579423508
"139",223,0.709809070970059
"140",5626,0.941721810503621
"141",15305,1.49066554908232
"142",226,1.31567204468252
"143",3669,0.232478086043236
"144",5530,1.67991175958191
"145",10809,1.18791211024118
"146",17043,1.20318948283925
"147",55929,1.06593853542705
"148",229,0.958490531941186
"149",230,1.24858878074155
"150",4174,1.04124663897004
"151",236,4.3724199886974
"152",237,1.87926793180895
"153",238,0.584735800296639
"154",239,0.694462128156412
"155",240,1.08359646937746
"156",5429,0.817846698438915
"157",12918,0.916223979918189
"158",246,0.878579118543591
"159",5173,1.54672043635827
"160",7511,1.28048782701901
"161",8941,0.917107547693749
"162",10223,1.00707191018785
"163",13162,1.43626427869264
"164",20390,1.41512928867259
"165",31252,1.29304742249909
"166",53185,1.03072572844071
"167",251,1.58763242876922
"168",15225,0.794094592657516
"169",255,0.85120552818341
"170",259,1.7656216048286
"171",260,2.1702814867483
"172",2066,0.741152416599801
"173",6920,0.752645230775634
"174",13800,1.15985128128232
"175",47576,1.0298379083882
"176",272,1.35554259154913
"177",278,1.52909224530308
"178",279,1.16112145542213
"179",4568,1.56542472666692
"180",10357,1.48055746137514
"181",16663,1.88487826111541
"182",36829,1.07809578779397
"183",281,1.34535417400509
"184",6002,1.40180042470292
"185",283,3.15564916148029
"186",284,2.37355521184542
"187",3976,0.930222832269434
"188",18795,1.11863854728891
"189",295,1.21177137569199
"190",296,1.20738934981387
"191",297,1.46228227318148
"192",302,1.28947597477142
"193",304,1.67195582221795
"194",306,2.10305861744713
"195",307,1.96814756196005
"196",308,2.34914530457525
"197",309,2.44299338133469
"198",8335,1.37917552012464
"199",21341,1.13552413245122
"200",318,1.58742999497053
"201",319,1.75820273027791
"202",320,2.04194777507762
"203",321,1.11731644854203
"204",5495,1.15810555113065
"205",325,0.823193057369781
"206",326,0.825750187655587
"207",327,0.402810314149927
"208",328,0.718224376798539
"209",333,1.5904681954205
"210",6277,1.00607875487999
"211",334,0.435433521297653
"212",335,0.635221458568494
"213",339,1.29971297491235
"214",345,0.496775715557226
"215",346,0.874063490549804
"216",348,1.42115444680136
"217",2127,0.669437561346828
"218",3608,1.07310835782789
"219",29565,1.01255499035009
"220",350,1.31347449974612
"221",352,3.08483623234191
"222",353,4.23204924567241
"223",354,0.601161895831754
"224",356,1.3849844137509
"225",5254,0.957759645987406
"226",11651,0.983899661166542
"227",376,1.72943034979639
"228",7493,0.802447306780556
"229",377,1.3916279528242
"230",382,1.0254657868181
"231",8063,1.5917776134804
"232",16813,1.92944357187818
"233",42518,2.10538316098481
"234",55356,1.12182600667998
"235",384,1.78134735818733
"236",386,1.64508058052883
"237",387,2.09815362440336
"238",2164,1.30437273105418
"239",388,1.10120155931021
"240",5604,0.394116442078071
"241",391,1.91173812670116
"242",9647,0.684516935400059
"243",23470,0.700151819870162
"244",402,1.87600288477725
"245",403,1.3167435490352
"246",8448,0.887524392751947
"247",406,2.56102365336017
"248",417,0.813805966360122
"249",2093,2.50036490832651
"250",5199,1.68420376681284
"251",7568,0.722581522505764
"252",7811,1.33441634537631
"253",8675,0.955404059204347
"254",8676,1.17447084446649
"255",8679,1.04977488210143
"256",10274,0.966856752627519
"257",11631,1.01587615559376
"258",15253,0.667241898295619
"259",15707,0.866886635495873
"260",30101,1.01204879192722
"261",51127,0.871842232023019
"262",5947,0.76137403730334
"263",13168,1.16115530185582
"264",420,0.320139486521231
"265",424,1.2431586394147
"266",11535,0.997944181822411
"267",435,0.688007065245393
"268",437,1.20632449353757
"269",438,0.720848159889147
"270",446,1.2649713488823
"271",447,1.5144484688964
"272",460,1.82763393857825
"273",461,1.89406865346356
"274",463,1.45572402206374
"275",6732,0.760252672447395
"276",13554,1.06675015860957
"277",476,0.421845724269458
"278",481,1.05705979943245
"279",493,0.464798985363775
"280",497,1.21805606265645
"281",498,1.67462405037867
"282",499,1.72821131234892
"283",5637,1.22169203486798
"284",19089,1.3897551512522
"285",500,1.90923609681684
"286",7666,1.18953487448365
"287",29317,1.15385271118324
"288",505,0.931627873869989
"289",506,1.23488055783052
"290",4933,1.14531161879712
"291",10727,1.37555958024454
"292",508,2.99507825601481
"293",509,0.28290474830743
"294",4341,1.0537577799149
"295",512,2.01612201839186
"296",513,1.46659846148032
"297",514,1.46422896005455
"298",5081,1.31414864389629
"299",520,1.35545818263269
"300",521,1.49207211311041
"301",522,1.17629377335772
"302",7626,0.976873843065628
"303",16394,1.10741266007443
"304",47797,1.03848731181066
"305",525,0.872231694971229
"306",526,1.06012766044133
"307",6923,1.74709458137175
"308",17945,1.44856740319361
"309",549,0.571704004603864
"310",550,0.686956743377351
"311",552,1.44064817282794
"312",555,0.690777145600762
"313",556,1.86690811801774
"314",5565,1.42525337504966
"315",21449,1.90100194619258
"316",54596,0.734641497050742
"317",557,1.14953962078065
"318",558,0.274643028295218
